ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy,GoldLoadTimestamp
110,"ML Mountain Frame - Black, 38","ML Mountain Frame - Black, 38",Contoso Outdoor,None,Black,None,16,Mountain Frames,348.76,185.82,1238.3,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
111,LL Mountain Front Wheel,LL Mountain Front Wheel,Contoso Outdoor,None,Black,None,21,Wheels,60.75,26.97,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
112,ML Mountain Front Wheel,ML Mountain Front Wheel,Contoso Outdoor,None,Black,None,21,Wheels,209.03,92.81,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
113,HL Mountain Front Wheel,HL Mountain Front Wheel,Contoso Outdoor,None,Black,None,21,Wheels,300.22,133.30,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
114,LL Road Front Wheel,LL Road Front Wheel,Contoso Outdoor,None,Black,None,21,Wheels,85.57,37.99,900.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
115,ML Road Front Wheel,ML Road Front Wheel,Contoso Outdoor,None,Black,None,21,Wheels,248.39,110.28,850.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
116,HL Road Front Wheel,HL Road Front Wheel,Contoso Outdoor,None,Black,None,21,Wheels,330.06,146.55,650.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
117,Touring Front Wheel,Touring Front Wheel,Contoso Outdoor,None,Black,None,21,Wheels,218.01,96.80,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
118,"ML Road Frame-W - Yellow, 38","ML Road Frame-W - Yellow, 38",Contoso Outdoor,None,Yellow,None,18,Road Frames,594.83,360.94,988.83,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
119,LL Mountain Rear Wheel,LL Mountain Rear Wheel,Contoso Outdoor,None,Black,None,21,Wheels,87.75,38.96,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
120,ML Mountain Rear Wheel,ML Mountain Rear Wheel,Contoso Outdoor,None,Black,None,21,Wheels,236.03,104.80,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
121,HL Mountain Rear Wheel,HL Mountain Rear Wheel,Contoso Outdoor,None,Black,None,21,Wheels,327.22,145.28,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
122,LL Road Rear Wheel,LL Road Rear Wheel,Contoso Outdoor,None,Black,None,21,Wheels,112.57,49.98,1050.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
123,ML Road Rear Wheel,ML Road Rear Wheel,Contoso Outdoor,None,Black,None,21,Wheels,275.39,122.27,1000.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
124,HL Road Rear Wheel,HL Road Rear Wheel,Contoso Outdoor,None,Black,None,21,Wheels,357.06,158.53,890.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
125,Touring Rear Wheel,Touring Rear Wheel,Contoso Outdoor,None,Black,None,21,Wheels,245.01,108.78,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
126,"ML Mountain Frame - Black, 40","ML Mountain Frame - Black, 40",Contoso Outdoor,None,Black,None,16,Mountain Frames,348.76,185.82,1256.44,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
127,"ML Mountain Frame - Black, 44","ML Mountain Frame - Black, 44",Contoso Outdoor,None,Black,None,16,Mountain Frames,348.76,185.82,1274.59,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
128,"ML Mountain Frame - Black, 48","ML Mountain Frame - Black, 48",Contoso Outdoor,None,Black,None,16,Mountain Frames,348.76,185.82,1292.73,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
129,"ML Road Frame-W - Yellow, 40","ML Road Frame-W - Yellow, 40",Contoso Outdoor,None,Yellow,None,18,Road Frames,594.83,360.94,1006.97,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
130,"ML Road Frame-W - Yellow, 42","ML Road Frame-W - Yellow, 42",Contoso Outdoor,None,Yellow,None,18,Road Frames,594.83,360.94,1025.11,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
131,"ML Road Frame-W - Yellow, 44","ML Road Frame-W - Yellow, 44",Contoso Outdoor,None,Yellow,None,18,Road Frames,594.83,360.94,1043.26,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
132,"ML Road Frame-W - Yellow, 48","ML Road Frame-W - Yellow, 48",Contoso Outdoor,None,Yellow,None,18,Road Frames,594.83,360.94,1061.4,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
133,"HL Road Frame - Black, 62","HL Road Frame - Black, 62",Contoso Outdoor,None,Black,None,18,Road Frames,1431.50,868.63,1043.26,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
134,"HL Road Frame - Black, 44","HL Road Frame - Black, 44",Contoso Outdoor,None,Black,None,18,Road Frames,1431.50,868.63,961.61,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
135,"HL Road Frame - Black, 48","HL Road Frame - Black, 48",Contoso Outdoor,None,Black,None,18,Road Frames,1431.50,868.63,979.75,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
136,"HL Road Frame - Black, 52","HL Road Frame - Black, 52",Contoso Outdoor,None,Black,None,18,Road Frames,1431.50,868.63,997.9,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
137,"Men's Sports Shorts, S","Men's Sports Shorts, S",Contoso Outdoor,None,Black,None,26,Shorts,59.99,24.75,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
138,"Touring-Panniers, Large","Touring-Panniers, Large",Contoso Outdoor,None,Grey,None,39,Panniers,125.00,51.56,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
139,Cable Lock,Cable Lock,Contoso Outdoor,None,None,None,38,Locks,25.00,10.31,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
140,Minipump,Minipump,Contoso Outdoor,None,None,None,40,Pumps,19.99,8.25,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
141,Mountain Pump,Mountain Pump,Contoso Outdoor,None,None,None,40,Pumps,24.99,10.31,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
142,Taillights - Battery-Powered,Taillights - Battery-Powered,Contoso Outdoor,None,None,None,37,Lights,13.99,5.77,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
143,Headlights - Dual-Beam,Headlights - Dual-Beam,Contoso Outdoor,None,None,None,37,Lights,34.99,14.43,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
144,Headlights - Weatherproof,Headlights - Weatherproof,Contoso Outdoor,None,None,None,37,Lights,44.99,18.56,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
145,"Men's Sports Shorts, M","Men's Sports Shorts, M",Contoso Outdoor,None,Black,None,26,Shorts,59.99,24.75,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
146,"Men's Sports Shorts, L","Men's Sports Shorts, L",Contoso Outdoor,None,Black,None,26,Shorts,59.99,24.75,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
147,"Men's Sports Shorts, XL","Men's Sports Shorts, XL",Contoso Outdoor,None,Black,None,26,Shorts,59.99,24.75,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
148,"Women's Tights, S","Women's Tights, S",Contoso Outdoor,None,Black,None,28,Tights,74.99,30.93,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
149,"Women's Tights, M","Women's Tights, M",Contoso Outdoor,None,Black,None,28,Tights,74.99,30.93,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
150,"Women's Tights, L","Women's Tights, L",Contoso Outdoor,None,Black,None,28,Tights,74.99,30.93,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
151,"Men's Bib-Shorts, S","Men's Bib-Shorts, S",Contoso Outdoor,None,Multi,None,22,Bib-Shorts,89.99,37.12,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
152,"Men's Bib-Shorts, M","Men's Bib-Shorts, M",Contoso Outdoor,None,Multi,None,22,Bib-Shorts,89.99,37.12,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
153,"Men's Bib-Shorts, L","Men's Bib-Shorts, L",Contoso Outdoor,None,Multi,None,22,Bib-Shorts,89.99,37.12,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
154,"Half-Finger Gloves, S","Half-Finger Gloves, S",Contoso Outdoor,None,Black,None,24,Gloves,24.49,9.16,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
155,"Half-Finger Gloves, M","Half-Finger Gloves, M",Contoso Outdoor,None,Black,None,24,Gloves,24.49,9.16,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
156,"Half-Finger Gloves, L","Half-Finger Gloves, L",Contoso Outdoor,None,Black,None,24,Gloves,24.49,9.16,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
157,"Full-Finger Gloves, S","Full-Finger Gloves, S",Contoso Outdoor,None,Black,None,24,Gloves,37.99,15.67,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
158,"Full-Finger Gloves, M","Full-Finger Gloves, M",Contoso Outdoor,None,Black,None,24,Gloves,37.99,15.67,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
159,"Full-Finger Gloves, L","Full-Finger Gloves, L",Contoso Outdoor,None,Black,None,24,Gloves,37.99,15.67,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
160,"Classic Vest, S","Classic Vest, S",Contoso Outdoor,None,Blue,None,29,Vests,63.50,23.75,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
161,"Classic Vest, M","Classic Vest, M",Contoso Outdoor,None,Blue,None,29,Vests,63.50,23.75,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
162,"Classic Vest, L","Classic Vest, L",Contoso Outdoor,None,Blue,None,29,Vests,63.50,23.75,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
163,"Women's Mountain Shorts, S","Women's Mountain Shorts, S",Contoso Outdoor,None,Black,None,26,Shorts,69.99,26.18,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
164,"Women's Mountain Shorts, M","Women's Mountain Shorts, M",Contoso Outdoor,None,Black,None,26,Shorts,69.99,26.18,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
165,"Women's Mountain Shorts, L","Women's Mountain Shorts, L",Contoso Outdoor,None,Black,None,26,Shorts,69.99,26.18,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
166,Water Bottle - 30 oz.,Water Bottle - 30 oz.,Contoso Outdoor,None,None,None,32,Bottles and Cages,4.99,1.87,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
167,Mountain Bottle Cage,Mountain Bottle Cage,Contoso Outdoor,None,None,None,32,Bottles and Cages,9.99,3.74,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
168,Road Bottle Cage,Road Bottle Cage,Contoso Outdoor,None,None,None,32,Bottles and Cages,8.99,3.36,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
169,Patch Kit/8 Patches,Patch Kit/8 Patches,Contoso Outdoor,None,None,None,41,Tires and Tubes,2.29,0.86,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
170,"Racing Socks, M","Racing Socks, M",Contoso Outdoor,None,White,None,27,Socks,8.99,3.36,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
171,"Racing Socks, L","Racing Socks, L",Contoso Outdoor,None,White,None,27,Socks,8.99,3.36,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
172,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,Contoso Outdoor,None,None,None,30,Bike Racks,120.00,44.88,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
173,Bike Wash - Dissolver,Bike Wash - Dissolver,Contoso Outdoor,None,None,None,33,Cleaners,7.95,2.97,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
174,Fender Set - Mountain,Fender Set - Mountain,Contoso Outdoor,None,None,None,34,Fenders,21.98,8.22,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
175,All-Purpose Bike Stand,All-Purpose Bike Stand,Contoso Outdoor,None,None,None,31,Bike Stands,159.00,59.47,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
176,Hydration Pack - 70 oz.,Hydration Pack - 70 oz.,Contoso Outdoor,None,Silver,None,36,Hydration Packs,54.99,20.57,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
177,"Short-Sleeve Classic Jersey, S","Short-Sleeve Classic Jersey, S",Contoso Outdoor,None,Yellow,None,25,Jerseys,53.99,41.57,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
178,"Short-Sleeve Classic Jersey, M","Short-Sleeve Classic Jersey, M",Contoso Outdoor,None,Yellow,None,25,Jerseys,53.99,41.57,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
179,"Short-Sleeve Classic Jersey, L","Short-Sleeve Classic Jersey, L",Contoso Outdoor,None,Yellow,None,25,Jerseys,53.99,41.57,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
180,"Short-Sleeve Classic Jersey, XL","Short-Sleeve Classic Jersey, XL",Contoso Outdoor,None,Yellow,None,25,Jerseys,53.99,41.57,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
181,"HL Touring Frame - Yellow, 60","HL Touring Frame - Yellow, 60",Contoso Outdoor,None,Yellow,None,20,Touring Frames,1003.91,601.74,1397.06,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
182,"LL Touring Frame - Yellow, 62","LL Touring Frame - Yellow, 62",Contoso Outdoor,None,Yellow,None,20,Touring Frames,333.42,199.85,1451.49,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
183,"HL Touring Frame - Yellow, 46","HL Touring Frame - Yellow, 46",Contoso Outdoor,None,Yellow,None,20,Touring Frames,1003.91,601.74,1342.63,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
184,"HL Touring Frame - Yellow, 50","HL Touring Frame - Yellow, 50",Contoso Outdoor,None,Yellow,None,20,Touring Frames,1003.91,601.74,1360.77,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
185,"HL Touring Frame - Yellow, 54","HL Touring Frame - Yellow, 54",Contoso Outdoor,None,Yellow,None,20,Touring Frames,1003.91,601.74,1378.91,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
186,"HL Touring Frame - Blue, 46","HL Touring Frame - Blue, 46",Contoso Outdoor,None,Blue,None,20,Touring Frames,1003.91,601.74,1342.63,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
187,"HL Touring Frame - Blue, 50","HL Touring Frame - Blue, 50",Contoso Outdoor,None,Blue,None,20,Touring Frames,1003.91,601.74,1360.77,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
188,"HL Touring Frame - Blue, 54","HL Touring Frame - Blue, 54",Contoso Outdoor,None,Blue,None,20,Touring Frames,1003.91,601.74,1378.91,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
189,"HL Touring Frame - Blue, 60","HL Touring Frame - Blue, 60",Contoso Outdoor,None,Blue,None,20,Touring Frames,1003.91,601.74,1397.06,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
190,Rear Derailleur,Rear Derailleur,Contoso Outdoor,None,Silver,None,13,Derailleurs,121.46,53.93,215.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
191,"LL Touring Frame - Blue, 50","LL Touring Frame - Blue, 50",Contoso Outdoor,None,Blue,None,20,Touring Frames,333.42,199.85,1406.13,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
192,"LL Touring Frame - Blue, 54","LL Touring Frame - Blue, 54",Contoso Outdoor,None,Blue,None,20,Touring Frames,333.42,199.85,1424.27,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
193,"LL Touring Frame - Blue, 58","LL Touring Frame - Blue, 58",Contoso Outdoor,None,Blue,None,20,Touring Frames,333.42,199.85,1433.34,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
194,"LL Touring Frame - Blue, 62","LL Touring Frame - Blue, 62",Contoso Outdoor,None,Blue,None,20,Touring Frames,333.42,199.85,1451.49,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
195,"LL Touring Frame - Yellow, 44","LL Touring Frame - Yellow, 44",Contoso Outdoor,None,Yellow,None,20,Touring Frames,333.42,199.85,1369.84,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
196,"LL Touring Frame - Yellow, 50","LL Touring Frame - Yellow, 50",Contoso Outdoor,None,Yellow,None,20,Touring Frames,333.42,199.85,1406.13,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
197,"LL Touring Frame - Yellow, 54","LL Touring Frame - Yellow, 54",Contoso Outdoor,None,Yellow,None,20,Touring Frames,333.42,199.85,1424.27,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
198,"LL Touring Frame - Yellow, 58","LL Touring Frame - Yellow, 58",Contoso Outdoor,None,Yellow,None,20,Touring Frames,333.42,199.85,1433.34,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
199,"LL Touring Frame - Blue, 44","LL Touring Frame - Blue, 44",Contoso Outdoor,None,Blue,None,20,Touring Frames,333.42,199.85,1369.84,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
200,"ML Mountain Frame-W - Silver, 40","ML Mountain Frame-W - Silver, 40",Contoso Outdoor,None,Silver,None,16,Mountain Frames,364.09,199.38,1256.44,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
201,"ML Mountain Frame-W - Silver, 42","ML Mountain Frame-W - Silver, 42",Contoso Outdoor,None,Silver,None,16,Mountain Frames,364.09,199.38,1274.59,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
202,"ML Mountain Frame-W - Silver, 46","ML Mountain Frame-W - Silver, 46",Contoso Outdoor,None,Silver,None,16,Mountain Frames,364.09,199.38,1292.73,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
203,Rear Brakes,Rear Brakes,Contoso Outdoor,None,Silver,None,10,Brakes,106.50,47.29,317.0,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
204,LL Mountain Seat/Saddle,LL Mountain Seat/Saddle,Contoso Outdoor,None,None,None,19,Saddles,27.12,12.04,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
205,ML Mountain Seat/Saddle,ML Mountain Seat/Saddle,Contoso Outdoor,None,None,None,19,Saddles,39.14,17.38,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
206,HL Mountain Seat/Saddle,HL Mountain Seat/Saddle,Contoso Outdoor,None,None,None,19,Saddles,52.64,23.37,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
207,LL Road Seat/Saddle,LL Road Seat/Saddle,Contoso Outdoor,None,None,None,19,Saddles,27.12,12.04,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
208,ML Road Seat/Saddle,ML Road Seat/Saddle,Contoso Outdoor,None,None,None,19,Saddles,39.14,17.38,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
209,HL Road Seat/Saddle,HL Road Seat/Saddle,Contoso Outdoor,None,None,None,19,Saddles,52.64,23.37,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
210,LL Touring Seat/Saddle,LL Touring Seat/Saddle,Contoso Outdoor,None,None,None,19,Saddles,27.12,12.04,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
211,ML Touring Seat/Saddle,ML Touring Seat/Saddle,Contoso Outdoor,None,None,None,19,Saddles,39.14,17.38,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
212,HL Touring Seat/Saddle,HL Touring Seat/Saddle,Contoso Outdoor,None,None,None,19,Saddles,52.64,23.37,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
213,"LL Mountain Frame - Silver, 42","LL Mountain Frame - Silver, 42",Contoso Outdoor,None,Silver,None,16,Mountain Frames,264.05,144.59,1324.48,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
214,"LL Mountain Frame - Silver, 44","LL Mountain Frame - Silver, 44",Contoso Outdoor,None,Silver,None,16,Mountain Frames,264.05,144.59,1342.63,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
215,"LL Mountain Frame - Silver, 48","LL Mountain Frame - Silver, 48",Contoso Outdoor,None,Silver,None,16,Mountain Frames,264.05,144.59,1360.77,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
216,"LL Mountain Frame - Silver, 52","LL Mountain Frame - Silver, 52",Contoso Outdoor,None,Silver,None,16,Mountain Frames,264.05,144.59,1378.91,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
217,Mountain Tire Tube,Mountain Tire Tube,Contoso Outdoor,None,None,None,41,Tires and Tubes,4.99,1.87,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
218,Road Tire Tube,Road Tire Tube,Contoso Outdoor,None,None,None,41,Tires and Tubes,3.99,1.49,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
219,Touring Tire Tube,Touring Tire Tube,Contoso Outdoor,None,None,None,41,Tires and Tubes,4.99,1.87,None,None,active,1/10/2018,3/1/2018,None,USD,8/18/2025,SampleGen,SampleGen,2025-08-26 22:35:41.496602
